UserID,MessageTime,Quote,Text
33068152,2024-08-05 17:28:00,[],"

Úc tầm giờ còn thơm ko các thím :/

 
"
33068524,2024-08-05 17:57:00,"[['33068152'], {'blockid': '1816435', 'data_source': '33068152', 'data_text': '\n\nCyanRiah said:\n\n\n\nÚc tầm giờ còn thơm ko các thím :/\n\nClick to expand...\n\n'}]","



CyanRiah said:



Úc tầm giờ còn thơm ko các thím :/

Click to expand...

Lúc nào cũng vẫn thơm, chỉ quan trọng là đủ trình để sang đó hay không thôi 

 
"
33381054,2024-08-25 15:15:00,"[['30299932'], {'blockid': '1458358', 'data_source': '30299932', 'data_text': '\n\nfreedom.9 said:\n\n\n\nỪ đợt rồi mình cũng định apply qua Can do có ref mà Can lạnh quá với thuế lại cao nên thôi  giờ xác định 1 là ở cho có thẻ xanh 2 là về thôi. Xa nhà nên hơi buồn, đang cố gồng xem có thích Mỹ nổi không đây, được cái sạch sẽ yên bình.\nMình cũng muốn về Sing mà job market nhỏ quá, cơ hội nghề nghiệp ko nhiều thấy ai làm 1 tgian đều bỏ chạy. Có vô Mỹ là job market xịn nhất rồi bác  qua đc là chân trời trải nghiệm mới mở ra \n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\n'}]","



freedom.9 said:



Ừ đợt rồi mình cũng định apply qua Can do có ref mà Can lạnh quá với thuế lại cao nên thôi  giờ xác định 1 là ở cho có thẻ xanh 2 là về thôi. Xa nhà nên hơi buồn, đang cố gồng xem có thích Mỹ nổi không đây, được cái sạch sẽ yên bình.
Mình cũng muốn về Sing mà job market nhỏ quá, cơ hội nghề nghiệp ko nhiều thấy ai làm 1 tgian đều bỏ chạy. Có vô Mỹ là job market xịn nhất rồi bác  qua đc là chân trời trải nghiệm mới mở ra 

via theNEXTvoz for iPhone

Click to expand...

Canada có phải vùng nào cũng lạnh đâu. Ví dụ British Columbia nắng ấm chan hòa. Mùa hè không có máy điều hòa thì đôi lúc chỉ biết khóc. Chính phủ tiểu bang còn phải mở trung tâm tránh nóng cứu tế mỗi đợt sóng nhiệt tràn về.
Còn vụ thuế cao thì hầu hết nước phát triển nào chả vậy. Tiền thuế rồi nó cũng đi đường vòng vào các dịch vụ công cộng như giao thông, y tế, giáo dục, an ninh v.v. cho bác và vợ con bác hưởng thụ thôi. Mức sống cao thì chi phí cao, nhưng lương cũng sẽ cao. Biết cân đối thì ổn hết.
Bác bỏ không phỏng vấn là dở rồi. Ít ra cũng phải thử để xem cơ hội được đến đâu chứ.

 
"
33384680,2024-08-25 20:32:00,[],"

em học software engineer mà làm embedded thì có tính là làm đúng ngành không các bác. Nghe bảo một số nước chỉ chấp nhận ngành giống với bằng đh

 
"
33387852,2024-08-26 00:36:00,"[['33384680'], {'blockid': '2034079', 'data_source': '33384680', 'data_text': '\n\nEmbedded Engineer said:\n\n\n\nem học software engineer mà làm embedded thì có tính là làm đúng ngành không các bác.\n\nClick to expand...\n\n'}, ['33384680'], {'blockid': '2034079', 'data_source': '33384680', 'data_text': '\n\nEmbedded Engineer said:\n\n\n\nNghe bảo một số nước chỉ chấp nhận ngành giống với bằng đh\n\nClick to expand...\n\n'}]","



Embedded Engineer said:



em học software engineer mà làm embedded thì có tính là làm đúng ngành không các bác.

Click to expand...

Không vấn đề gì. Thông thường làm Embedded Software/Firmware thì 3 bằng ĐH sau coi như ok: Computer Engineering, Computer Science và Electrical Engineering.


Embedded Engineer said:



Nghe bảo một số nước chỉ chấp nhận ngành giống với bằng đh

Click to expand...

Cá nhân mình chưa gặp phải bao giờ. Có thể nó đúng với entry level job và fresh grad với 0 kinh nghiệm. Ở vị trí người từng scan resume cho New Grad và Intern thì thông thường mình hay chú ý đến (theo thứ tự):
1 - Trường và danh tiếng của trường
2 - Skillsets, kinh nghiệm/projects
3 - Course works/modules liên quan đã học trong trường

 
"
33559674,2024-09-06 13:21:00,[],"

Chào các bác,

Em vừa tốt nghiệp và có dự định du học thạc sĩ ngành AI. Hiện tại em đang phân vân giữa Pháp và Đức, các bác nào có kinh nghiệm có thể cho em xin review về chất lượng đào tạo/career prospects ở 2 nước này không ạ?

 
"
33569265,2024-09-07 02:53:00,"[['33559674'], {'blockid': '2037203', 'data_source': '33559674', 'data_text': '\n\nunderthegalaxy said:\n\n\n\nChào các bác,\n\nEm vừa tốt nghiệp và có dự định du học thạc sĩ ngành AI. Hiện tại em đang phân vân giữa Pháp và Đức, các bác nào có kinh nghiệm có thể cho em xin review về chất lượng đào tạo/career prospects ở 2 nước này không ạ?\n\nClick to expand...\n\n'}]","



underthegalaxy said:



Chào các bác,

Em vừa tốt nghiệp và có dự định du học thạc sĩ ngành AI. Hiện tại em đang phân vân giữa Pháp và Đức, các bác nào có kinh nghiệm có thể cho em xin review về chất lượng đào tạo/career prospects ở 2 nước này không ạ?

Click to expand...

Sang Đức đi bạn, yên bình hơn ít bạo loạn lại nhiều công ty + trụ sở big tech hơn, độ chấp nhận tiếng Anh của người Đức cũng tốt hơn nữa, đấy là mình thấy vậy :v
Về đạo tạo nghề nào mình k biết chứ IT thì ở đâu chả vậy, tự mình học là chính.

 
"
33571671,2024-09-07 09:55:00,[],"

Lướt ngang topic ai cũng khuyên đi Can nhĩ ? Can muốn tuyển ngoài thì phải có LMIA. Nếu đã đủ giỏi để cty có LMIA tuyển thì tại sao ko qua Mỹ ?
Còn ai nói có internal ref mà qua dễ thì show cái offer ra.
Còn internal transfer thì ko tính nhé.

 
"
33587859,2024-09-08 12:32:00,"[['33571671'], {'blockid': '1490941', 'data_source': '33571671', 'data_text': '\n\nsnapdragon0221 said:\n\n\n\nLướt ngang topic ai cũng khuyên đi Can nhĩ ? Can muốn tuyển ngoài thì phải có LMIA. Nếu đã đủ giỏi để cty có LMIA tuyển thì tại sao ko qua Mỹ ?\nCòn ai nói có internal ref mà qua dễ thì show cái offer ra.\nCòn internal transfer thì ko tính nhé.\n\nClick to expand...\n\n'}]","



snapdragon0221 said:



Lướt ngang topic ai cũng khuyên đi Can nhĩ ? Can muốn tuyển ngoài thì phải có LMIA. Nếu đã đủ giỏi để cty có LMIA tuyển thì tại sao ko qua Mỹ ?
Còn ai nói có internal ref mà qua dễ thì show cái offer ra.
Còn internal transfer thì ko tính nhé.

Click to expand...

1) LMIA thì có gì khó đâu nhỉ? Đầu bếp, sơn móng, trồng nấm còn LMIA được. Cái rào cản chỉ là việc làm thủ tục tốn thời gian thôi. Nếu có kỹ năng và background tốt thì không có vẫn đề gì.

2) Nếu đặt câu hỏi ""giỏi thì tại sao ko qua Mỹ ?"" thì cũng nên đặt cả câu hỏi ""tại sao phải qua Mỹ ?"" . Nếu đem ra so sánh thì 2 quốc gia này dẫu có khá khá sự tương đồng thì cũng có rất nhiều sự khác biệt về văn hóa, lối sống, v.v.. Đãi ngộ về vất chất ở Mỹ thường cao hơn Can 2-3 lần ngay cả khi cùng level, cùng công ty. Tuy nhiên Canada work-life balance và an ninh nhìn chung tốt hơn. Quan trọng nhất là chính sách nhập cư và lao động quốc tế của Canada thoáng hơn Mỹ nhiều. Tùy vào quan điểm cá nhân và điều kiện gia đình thì mới biết được nơi nào phù hợp hơn. Nếu chỉ nhìn vào năng lực, tôi thấy những người xuất sắc nhất thì đại đã số đều qua Mỹ. Nhưng một số người cũng cực giỏi thì lại chọn ở Canada. Người thường thường, kha khá thì ở đâu cũng có.

3) Dễ thì không dễ nhưng chắc chẵn dễ hơn là không có referral. Cái này đúng ở mọi nơi, không cứ là Can hay Mỹ. Nhưng Referral chỉ là 1 bảo chứng đầu tiên để vượt qua được vòng gửi xe thôi. Không đủ tốt để vượt qua interview thì cũng tạch như các thí sinh khác. Chưa kể việc tuyển 1 anh lạ hoắc từ 1 nước 3rd-world thì khả năng họ cũng sẽ ""quay"" cho rất kỹ để đảm bảo giảm thiểu rủi ro thuê nhầm người.

4) Tôi không thấy ai khuyên đi Can cả. Can chỉ là một option. Nếu có đủ năng lực thì thậm chí có thể sang cả Lào cũng được. Show offer thì tôi nghĩ rất nhiều người ở đây có thể làm được. Nhưng sao phải show?

 
"
33587923,2024-09-08 12:39:00,"[['33571671'], {'blockid': '1490941', 'data_source': '33571671', 'data_text': '\n\nsnapdragon0221 said:\n\n\n\nLướt ngang topic ai cũng khuyên đi Can nhĩ ? Can muốn tuyển ngoài thì phải có LMIA. Nếu đã đủ giỏi để cty có LMIA tuyển thì tại sao ko qua Mỹ ?\nCòn ai nói có internal ref mà qua dễ thì show cái offer ra.\nCòn internal transfer thì ko tính nhé.\n\nClick to expand...\n\n'}]","



snapdragon0221 said:



Lướt ngang topic ai cũng khuyên đi Can nhĩ ? Can muốn tuyển ngoài thì phải có LMIA. Nếu đã đủ giỏi để cty có LMIA tuyển thì tại sao ko qua Mỹ ?
Còn ai nói có internal ref mà qua dễ thì show cái offer ra.
Còn internal transfer thì ko tính nhé.

Click to expand...

Mỹ với Can chính sách nhập cư khác nhau. Mỹ giỏi không chưa đủ, phải hên nữa, vì H1B visa là quay xổ số. Đa số công ty ở Mỹ không tuyển / tuyển hạn chế người ở nước nước ngoài vì có phỏng vấn xong cũng không chắc có được working visa, và dành chi phí H1B cho mấy người học ở Mỹ, có OPT VISA cần chuyển sang H1B. Ở Can thì chỉ cần LMIA được duyệt là có working visa.

 
"
